Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”,Name: “Table 1 of 1 on page 42 of 219”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,
SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND
,,,,,,FY 2012,,FY 2012,,FY 2013
,,FY 2010,,FY 2011,,Revised,,Estimated,,Adopted
Fund,,Actual,,Actual,,Budget,,Budget,,Budget
General Fund,$,"23,089,161",$,"23,015,055",$,"24,356,689",$,"24,356,689",$,"24,256,930"
Debt Service,,"18,391,593",,"9,607,452",,"14,240,246",,"14,240,246",,"2,052,250"
Capital Projects,,"838,069",,"814,872",,"1,352,716",,"1,352,716",,"1,033,917"
Special Revenue,,"35,167",,102,,208,,208,,-
Solid Waste Enterprise,,"766,921",,"791,114",,"1,015,100",,"1,015,100",,"864,450"
Utilities Enterprise,,"1,815,334",,"2,187,176",,"2,349,047",,"2,349,047",,"1,859,080"
Fleet Management Internal Service,,"638,789",,"685,392",,"632,744",,"632,744",,"668,030"
TOTAL EXPENDITURES AND TRANSFER,,"45,575,034",,"37,101,163",,"43,946,750",,"43,946,750",,"30,734,657"
Less: Interfund Transfers,,"2,632,735",,"2,248,182",,"2,304,346",,"2,304,346",,"2,272,250"
TOTAL EXPENDITURES,$,"42,942,299",$,"34,852,981",$,"41,642,404",$,"41,642,404",$,"28,462,407"
,,,,,5,,,,,
