Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”,Name: “Table 1 of 1 on page 142 of 219”
Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139
,,,,,,,,,
,DEBT SERVICE FUND - LONG TERM DEBT OBLIGATIONS,DEBT SERVICE FUND - LONG TERM DEBT OBLIGATIONS,DEBT SERVICE FUND - LONG TERM DEBT OBLIGATIONS,DEBT SERVICE FUND - LONG TERM DEBT OBLIGATIONS,DEBT SERVICE FUND - LONG TERM DEBT OBLIGATIONS,DEBT SERVICE FUND - LONG TERM DEBT OBLIGATIONS,DEBT SERVICE FUND - LONG TERM DEBT OBLIGATIONS,,
Summary of Long Term Debt Obligations,Summary of Long Term Debt Obligations,,Projected,,,,,,Projected
,,,Balance,,,,,,Balance
General Long Term Obligations,General Long Term Obligations,,6/30/2012,Additions,Additions,Retirement,Retirement,,6/30/2013
School Bonds:,School Bonds:,,,,,,,,
1998A VPSA PHS Addition/Renovations,1998A VPSA PHS Addition/Renovations,$,"210,000",$,-,$,"30,000",$,"180,000"
2012 Refunded 2002 Refunded 1994A (Cafeteria),2012 Refunded 2002 Refunded 1994A (Cafeteria),,"283,674",,-,,"9,184",,"274,490"
2011B Refunded 2009A Refunded 2006A PES,2011B Refunded 2009A Refunded 2006A PES,,"2,872,000",,-,,"25,000",,"2,847,000"
2012 Refunded 2009C Refunded 2001 School's VRS,2012 Refunded 2009C Refunded 2001 School's VRS,,"315,000",,-,,-,,"315,000"
2010 PMS HVAC,2010 PMS HVAC,,"195,000",,-,,"20,000",,"175,000"
2010 Refunded 2005 PES,2010 Refunded 2005 PES,,"3,269,000",,-,,-,,"3,269,000"
2010 Refunded 2006B PES,2010 Refunded 2006B PES,,"6,600,000",,-,,-,,"6,600,000"
2010 Refunded 2007 PES,2010 Refunded 2007 PES,,"3,159,000",,-,,-,,"3,159,000"
2012 Refunded 2011 Refunded 2007 Unrefunded PES,2012 Refunded 2011 Refunded 2007 Unrefunded PES,,"2,722,697",,-,,"73,757",,"2,648,940"
2012 Refunded 2011 Refunded 2008 PMS Stadium,2012 Refunded 2011 Refunded 2008 PMS Stadium,,"1,421,438",,-,,"38,506",,"1,382,932"
,,$,"21,047,809",,-,$,"196,447",$,"20,851,362"
School Literary Loans:,School Literary Loans:,,,,,,,,
1998,PPS Desiccant Wheel,,"57,820",,-,,"27,000",,"30,820"
1998,PHS Addition/Renovations,,"1,750,000",,-,,"250,000",,"1,500,000"
,,,"1,807,820",,-,,"277,000",,"1,530,820"
City Bonds:,City Bonds:,,,,,,,,
2012 Refunded 2002 Refunded 1994 A (City Hall),2012 Refunded 2002 Refunded 1994 A (City Hall),,"1,106,326",,-,,"35,816",,"1,070,510"
2010 Refunded 2005 Fire Station #1,2010 Refunded 2005 Fire Station #1,,"1,401,000",,-,,-,,"1,401,000"
2010 Refunded 2007 Fire Station #1,2010 Refunded 2007 Fire Station #1,,"741,000",,-,,-,,"741,000"
2012 Refunded 2011 Refunded 2007 Unrefunded Fire Station,2012 Refunded 2011 Refunded 2007 Unrefunded Fire Station,,"638,657",,-,,"17,301",,"621,356"
2012 Refunded 2011 Refunded 2009B & 1998A Refunded Court House,2012 Refunded 2011 Refunded 2009B & 1998A Refunded Court House,,"674,599",,-,,-,,"674,599"
2012 Refunded 2011 Refunded 2009B & 2001 Fire Station #2,2012 Refunded 2011 Refunded 2009B & 2001 Fire Station #2,,"431,252",,-,,-,,"431,252"
