Name: “Table 1 of 1 on page 84 of 219”,Name: “Table 1 of 1 on page 84 of 219”,Name: “Table 1 of 1 on page 84 of 219”,Name: “Table 1 of 1 on page 84 of 219”,Name: “Table 1 of 1 on page 84 of 219”,Name: “Table 1 of 1 on page 84 of 219”,Name: “Table 1 of 1 on page 84 of 219”,Name: “Table 1 of 1 on page 84 of 219”,Name: “Table 1 of 1 on page 84 of 219”
Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81
,,,,,,,,
,COURTS AND SHERIFF,COURTS AND SHERIFF,COURTS AND SHERIFF,COURTS AND SHERIFF,,,,
Major Departmental Functions,,,,,,,,
* This department includes the cost of judicial services which are shared with York County.,* This department includes the cost of judicial services which are shared with York County.,* This department includes the cost of judicial services which are shared with York County.,* This department includes the cost of judicial services which are shared with York County.,* This department includes the cost of judicial services which are shared with York County.,* This department includes the cost of judicial services which are shared with York County.,* This department includes the cost of judicial services which are shared with York County.,* This department includes the cost of judicial services which are shared with York County.,Included are
"the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services","the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services","the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services","the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services","the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services","the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services","the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services","the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services","the pro-rated costs of the Commonwealth Attorney, Juvenile/Domestic Relations Court, services"
"provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the","provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the","provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the","provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the","provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the","provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the","provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the","provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the","provided by the Clerk of the Court, Sheriff services, and certain capital and maintenance costs for the"
Court buildings.,All court activity is located in Yorktown.,All court activity is located in Yorktown.,,,,,,
Significant Budget Items,,,,,,,,
"* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%","* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%","* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%","* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%","* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%","* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%","* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%","* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%","* York County sets the Poquoson Courts and Sheriff budget, and by legislation Poquoson pays 19.9%"
"of the total budget of $2,056,671 with $409,300 as Poquoson's share.","of the total budget of $2,056,671 with $409,300 as Poquoson's share.","of the total budget of $2,056,671 with $409,300 as Poquoson's share.","of the total budget of $2,056,671 with $409,300 as Poquoson's share.","of the total budget of $2,056,671 with $409,300 as Poquoson's share.",,,,
"* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs.","* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs.","* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs.","* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs.","* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs.","* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs.","* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs.","* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs.","* Overall increase of $17,853 or 4.4% for the department due in part to increases in operating costs."
,,,,,FY 2012,FY 2012,FY 2013,FY 2013
,,FY 2010,,FY 2011,Revised,Revised,Adopted,Adopted
Budget Detail,,Actual,,Actual,,Budget,,Budget
York/Poquoson Courthouse,$,"177,209",$,"200,841",$,"222,300",$,"224,705"
Sheriff,,"154,692",,"148,318",,"167,000",,"183,610"
9th District Court,,"8,598",,"8,659",,"10,200",,"10,200"
Colonial Community Corrections,,"8,616",,"8,618",,"8,618",,"7,456"
Totals,$,"349,115",$,"366,436",$,"408,118",$,"425,971"
,,47,,,,,,
