Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”,Name: “Table 1 of 1 on page 70 of 231”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,
,ASSESSOR / EQUALIZATION BOARD,ASSESSOR / EQUALIZATION BOARD,ASSESSOR / EQUALIZATION BOARD,ASSESSOR / EQUALIZATION BOARD,ASSESSOR / EQUALIZATION BOARD,ASSESSOR / EQUALIZATION BOARD,ASSESSOR / EQUALIZATION BOARD,ASSESSOR / EQUALIZATION BOARD,,,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,,FY 2011,FY 2012,FY 2012,,Change,Change
,,FY 2009,,FY 2010,,Revised,Adopted,Adopted,From 2011,From 2011,From 2011
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,"178,963",$,"151,529",$,"152,850",$,"161,483",$,"8,633",5.6%
Operating Expenses,,"12,919",,"8,845",,"15,583",,"9,161",,"(6,422)",-41.2%
Capital Outlay,,-,,-,,-,,-,,n/a,n/a
Totals,$,"191,882",$,"160,374",$,"168,433",$,"170,644",$,"2,211",1.3%
Personnel Summary,,,,FY 2009,,FY 2010,,FY 2011,,FY 2012,
,,,,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,
Assessor,,,,1,,1,,1,,1,
Appraiser,,,,1,,0,,0,,0,
Assessment Technician,,,,1,,1,,1,,1,
Totals,,,,3,,2,,2,,2,
Ratio of property sales during time period,Ratio of property sales during time period,Ratio of property sales during time period,,,,,,,,,
,,,6/08 -- 12/08,6/08 -- 12/08,6/09-12/09,6/09-12/09,6/10-12/10,6/10-12/10,,,
Sold 1% -- 10%,over Assessed Value,over Assessed Value,,16,,24,,17,,,
Sold 11% -- 30%,over Assessed Value,over Assessed Value,,16,,11,,12,,,
Sold 31% -- 40%,over Assessed Value,over Assessed Value,,0,,0,,1,,,
Sold 41% or more,over Assessed Value,over Assessed Value,,1,,0,,2,,,
Sold at Assessed Value,,,,5,,3,,2,,,
Sold 1% -- 10%,under Assessed Value,under Assessed Value,,18,,19,,8,,,
Sold 11% -- 30%,under Assessed Value,under Assessed Value,,8,,4,,0,,,
