Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”,Name: “Table 1 of 1 on page 63 of 77”
Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63
,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,
,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,
SITE ACQUISITION I PURCHASE SERVICES,SITE ACQUISITION I PURCHASE SERVICES,1.0.90.0.66100 .....,1.0.90.0.66100 .....,,,,,,PAGE 50
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,(·DECREASE),%
3dcfo,PURCHASE SERVICES,$,"10,193",$,"10,550",$,"10,550",$,0.0%
,TOTAL,$,"10,193",$,"10,550",$,"10,550",$,0.0%
,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,
