Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”
Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84
,,,,,,,
,,Capital Improvement Plan,Capital Improvement Plan,,,,
,,Priority Contingency List,Priority Contingency List,,,,
,,,,,,,TOTAL
PROJECT,DESCRIPTION,FY11,FY12,FY13,FY14,FY15,
,,,,,,,REQUEST
CATEGORY: Education,,,,,,,
,Construct new Pre-K through 8 school in the Buckroe area of the City.,,,,,,
New School Construction,The combined school is more practical given land restrictions and,$0,"$52,300,000",$0,$0,$0,"$52,300,000"
,would enhance the school's ability to serve more students.,,,,,,
,TOTAL: Education,0,"52,300,000",0,0,0,"52,300,000"
CATEGORY: Master Plans,,,,,,,
,Construct a fifth community center to meet the City's population and,,,,,,
Buckroe Investment:,,,,,,,
,demand requirements in the Buckroe area. The Community Center will,,,,,,
New Community Center,,0,0,0,"5,000,000","3,000,000","8,000,000"
,also serve the new school. The aquatics facility would be constructed,,,,,,
and Aquatics Facility,,,,,,,
,in the following year.,,,,,,
,Construct pedestrian connection from Pine Chapel bridge over I-64 to,,,,,,
Coliseum Central,the Power Plant. The project will include a park and trail system,,,,,,
Investments: Newmarket,"extending from Air Power Park to Coliseum Lake, thus integrating into",,,,,,
,,0,0,"5,000,000",0,0,"5,000,000"
Creek Park and Trail,"the H20, 11 acre and 19 acre projects as an urban promenade. There",,,,,,
System,"will also be development around the lake, from the Aberdeen",,,,,,
,neighborhood to the Power Plant boardwalk.,,,,,,
Coliseum Central,Relocate Bluebird Gap Farm to facilitate the redevelopment of the,,,,,,
Investments:,current site which is a prime real estate location. Activities include land,,,,,,
,,0,0,0,0,"8,000,000","8,000,000"
Redevelopment of,"acquisition, construction of offices, exhibit housing, development of a",,,,,,
Bluebird Gap Farm Site,wildlife environment and parking.,,,,,,
,Construct a park between City Hall and the Public Safety building to,,,,,,
Downtown Investments:,honor the military branches of service and memorialize military and,,,,,,
,,0,"1,400,000","800,000",0,0,"2,200,000"
Honor Park,public safety servants who died in service. A memorial will also be,,,,,,
,erected for 9/11 victims. The Park will have public amenities.,,,,,,
,Demolish and reconstruct the Old Hampton Community Center. The,,,,,,
Downtown Investments:,front entrance of the new facility will be oriented toward Armistead,,,,,,
Old Hampton Community,Avenue and aligned with historic Grant Street. Upgrades will include,0,0,"3,000,000",0,0,"3,000,000"
Center Improvements,security cameras; efficient lighting and plumbing fixtures; and updated,,,,,,
,communications and signage system.,,,,,,
