Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”,Name: “Table 1 of 1 on page 130 of 156”
Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130,Table: 130
,,,,,,,,,,,,,,,,
,,,,Debt Service Fund,Debt Service Fund,Debt Service Fund,Debt Service Fund,,,,,,,,,
,,FY2010,,FY2010,,FY2011,,FY2012,,FY2013,,,FY2014,,,FY2015
BUDGETED SPENDING,,Budget,Projected,Projected,,Projected,,Projected,,Projected,,Projected,Projected,,,Projected
Beginning Balance,"$10,896,011","$10,896,011","$11,118,329","$11,118,329","$12,408,971","$12,408,971",$,"8,700,254",$,"5,155,008",$,"2,281,786","2,281,786",,$,"145,392"
Revenues,,,,,,,,,,,,,,,,
General Fund,"$24,167,170","$24,167,170","$24,167,170","$24,167,170","$22,150,000","$22,150,000","$22,300,000","$22,300,000","$23,550,000","$23,550,000","$24,550,000","$24,550,000","$24,550,000","$26,300,000","$26,300,000","$26,300,000"
"""Buy America Bonds"" Subsidy",,,,"72,311",,"230,788",,"227,750",,"224,712",,,"221,674",,,"218,636"
Excess Bond proceeds,,"2,500,000","2,500,000","2,500,000",,,,,,,,,,,,
Investment Income,,"150,000",,"350,000",,"75,000",,"50,000",,"50,000",,,"50,000",,,"50,000"
Other,,"201,000",,"201,000",,,,,,,,,,,,
,"$27,018,170","$27,018,170","$27,290,481","$27,290,481","$22,455,788","$22,455,788","$22,577,750","$22,577,750","$23,824,712","$23,824,712","$24,821,674","$24,821,674","$24,821,674","$26,568,636","$26,568,636","$26,568,636"
Expenditures,,,,,,,,,,,,,,,,
Previous Debt Issues,,,,,,,,,,,,,,,,
Schools,"$18,601,383","$18,601,383","$18,601,383","$18,601,383","$17,991,283","$17,991,283","$17,305,768","$17,305,768","$16,797,994","$16,797,994","$16,537,862","$16,537,862","$16,537,862","$16,277,730","$16,277,730","$16,277,730"
Non-Schools,,"6,491,852","6,491,852","6,491,852",,"5,724,578",,"5,652,192",,"5,581,773",,"5,511,323","5,511,323",,"5,440,873","5,440,873"
Fiscal Agent Fees,,"75,000",,"75,000",,"75,000",,"75,000",,"75,000",,,"75,000",,,"75,000"
,"$25,168,235","$25,168,235","$25,168,235","$25,168,235","$23,790,861","$23,790,861","$23,032,960","$23,032,960","$22,454,767","$22,454,767","$22,124,185","$22,124,185","$22,124,185","$21,793,603","$21,793,603","$21,793,603"
Police Building 2010,$,"1,096,000",$,"831,604",$,"1,219,395",$,"1,215,715",$,"1,212,035",$,"1,208,355","1,208,355",$,"1,204,675","1,204,675"
Gymnasium Projects,,"560,000",,,,,,,,,,,,,,
VPSA Schools 2011,,,,,,"573,103",,"670,898",,"643,640",,,"636,382",,,"629,124"
VPSA Schools 2013,,,,,,,,,,"531,333",,,"622,000",,,"614,906"
VPSA Schools 2014,,,,,,,,,,,,,"444,991",,,"520,925"
VPSA Schools 2015,,,,,,,,,,,,,,,,
Greenspace 2011 & 2013,,,,,,"581,146",,"680,312",,"1,243,958",,"1,325,624","1,325,624",,"1,310,505","1,310,505"
Public Facilities 2012,,,,,,,,"523,031",,"612,281",,,"596,531",,,"589,727"
,$,"1,656,000",$,"831,604",$,"2,373,644",$,"3,089,956",$,"4,243,247",$,"4,833,883","4,833,883",$,"4,869,862","4,869,862"
,"$26,824,235","$26,824,235","$25,999,839","$25,999,839","$26,164,505","$26,164,505","$26,122,916","$26,122,916","$26,698,014","$26,698,014","$26,958,068","$26,958,068","$26,958,068","$26,663,465","$26,663,465","$26,663,465"
Ending Balance,"$11,089,946","$11,089,946","$12,408,971","$12,408,971",$,"8,700,254","$ 5,155,088","$ 5,155,088","$2,281,786","$2,281,786",,$,"145,392",,$,"50,563"
ASSUMPTIONS - NEW DEBT:,,,,,,,,,,,,,,,,
FY 2011,,"$6,900,000",VPSA - Schools,VPSA - Schools,,,,Details of the capital projects expected to be,Details of the capital projects expected to be,Details of the capital projects expected to be,Details of the capital projects expected to be,Details of the capital projects expected to be,Details of the capital projects expected to be,,,
,,"$7,000,000",Greenspace,Greenspace,,,,funded using borrowed funds are shown in,funded using borrowed funds are shown in,funded using borrowed funds are shown in,funded using borrowed funds are shown in,funded using borrowed funds are shown in,funded using borrowed funds are shown in,,,
FY 2012,,"$6,300,000",Public Facilities,Public Facilities,,,,the Capital Budget on Page D-7.,the Capital Budget on Page D-7.,the Capital Budget on Page D-7.,the Capital Budget on Page D-7.,the Capital Budget on Page D-7.,,,,
