Name: “Table 1 of 1 on page 161 of 165”,Name: “Table 1 of 1 on page 161 of 165”,Name: “Table 1 of 1 on page 161 of 165”,Name: “Table 1 of 1 on page 161 of 165”,Name: “Table 1 of 1 on page 161 of 165”,Name: “Table 1 of 1 on page 161 of 165”,Name: “Table 1 of 1 on page 161 of 165”,Name: “Table 1 of 1 on page 161 of 165”
Table: 161,Table: 161,Table: 161,Table: 161,Table: 161,Table: 161,Table: 161,Table: 161
,,,,,,,
,,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,Ratio of Net General Bonded Debt To,,
,,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,Assessed Value and Net Bonded Debt Per Capita,,
,,,,,,Ratio of,
,,,,,,Net Bonded,
,,,Gross,Debt Service,Net,Debt to,Net Bonded
Fiscal,,Assessed,Bonded,Monies,Bonded,Assessed,Debt per
Year,Population,Valuation,Debt,Available,Debt,Valuation,Capita
2005,"56,463","7,489,353,710","109,465,708","10,686,133","98,779,575",.0132,"1,749"
2006,"58,893","9,049,255,396","106,091,269","13,178,021","92,913,248",.0103,"1,578"
2007,"60,867","10,704,264,557","126,590,560","24,346,226","102,244,334",.0096,"1,680"
2008,"61,195","11,610,152,643","118,369,735","25,499,192","92,870,543",.0080,"1,518"
2009,"63,135","11,941,060,226","109,974,105","24,988,945","84,985,160",.0071,"1,346"
2010,"63,675","12,092,979,169","101,414,765","25,225,253","76,189,512",.0063,"1,197"
2011,"67,101","12,152,483,497","93,283,624","24,683,989","68,599,635",.0056,"1,022"
2012 (Est),"71,161","12,321,807,900","89,654,570","24,203,180","65,451,390",.0053,920
2013 (Est),"73,524","11,896,086,016","98,687,315","25,148,734","73,538,581",.0062,"1,000"
2014 (Est),"75,965","12,022,086,016","87,898,905","25,452,966","62,445,939",.0052,822
Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,Counties in the Commonwealth of Virginia are not subject to a legal debt limitation based on a percentage of total,
assessed value of real estate.,assessed value of real estate.,assessed value of real estate.,,,,,
FY2005-FY2011 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2011 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2011 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2011 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2011 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2011 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,FY2005-FY2011 information displayed as reported in Table 11 of the James City County Comprehensive Annual Financial,
"Report, June 30, 2011.",FY2012-FY2014 estimates are based on estimated Total Assessed Valuation and estimated,FY2012-FY2014 estimates are based on estimated Total Assessed Valuation and estimated,FY2012-FY2014 estimates are based on estimated Total Assessed Valuation and estimated,FY2012-FY2014 estimates are based on estimated Total Assessed Valuation and estimated,FY2012-FY2014 estimates are based on estimated Total Assessed Valuation and estimated,FY2012-FY2014 estimates are based on estimated Total Assessed Valuation and estimated,
Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY2012-FY2014 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY2012-FY2014 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY2012-FY2014 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY2012-FY2014 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY2012-FY2014 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY2012-FY2014 population estimates,Gross Bonded Debt and Debt Service Monies Available in the Debt Service budget. FY2012-FY2014 population estimates,
obtained from the James City County Planning Division,obtained from the James City County Planning Division,obtained from the James City County Planning Division,,,,,
,,,Page G-20,Page G-20,,,
