1700|"39468"|"120840"|"5421055"
1400|"39468"|"120841"|"5421056"
15100|"39468"|"120842"|"5421057"
2100|"39468"|"120843"|"5421058"
13400|"39468"|"120844"|"5421059"
18300|"39468"|"120845"|"5421060"
4100|"39468"|"120846"|"5421061"
4600|"39468"|"120847"|"5421062"
8700|"39468"|"120848"|"5421063"
7000|"39468"|"120849"|"5421064"
1300|"39468"|"120850"|"5421065"
2500|"39468"|"120851"|"5421066"
13700|"39468"|"120852"|"5421067"
36600|"39468"|"120853"|"5421068"
1200|"39468"|"120854"|"5421042"
13400|"39468"|"120855"|"5421043"
340|"39468"|"120856"|"5421069"
190|"39468"|"120857"|"5421070"
830|"39468"|"120858"|"5421071"
670|"39468"|"120859"|"5421072"
5300|"39468"|"120860"|"5421073"
6200|"39468"|"120861"|"5421074"
3800|"39468"|"120862"|"5421075"
1100|"39468"|"120863"|"5421076"
9100|"39468"|"120864"|"5421077"
6750|"39468"|"120865"|"5421078"
1500|"39468"|"120866"|"5421079"
300|"39468"|"120867"|"5421080"
1800|"39468"|"120868"|"5421081"
6400|"39468"|"120869"|"5421082"
5100|"39468"|"120870"|"5421044"
4260|"39468"|"120871"|"5421045"
1700|"39468"|"120872"|"5421046"
2300|"39468"|"120873"|"5421047"
5800|"39468"|"120874"|"5421048"
760|"39468"|"120875"|"5421049"
1200|"39468"|"120876"|"5421050"
31420|"39468"|"120877"|"5421051"
3500|"39468"|"120878"|"5421052"
5700|"39468"|"120879"|"5421053"
2800|"39468"|"120880"|"5421054"
19410|"39468"|"120881"|"5421085"
30|"39468"|"120882"|"5421083"
1540|"39468"|"120883"|"5421084"
1700|"13102"|"120840"|"231154"
1700|"13100"|"120840"|"231108"
1400|"13102"|"120841"|"231155"
1400|"13100"|"120841"|"231109"
15100|"13102"|"120842"|"231156"
15100|"13100"|"120842"|"231110"
2100|"13102"|"120843"|"231157"
2100|"13100"|"120843"|"231111"
13400|"13102"|"120844"|"231158"
13400|"13100"|"120844"|"231112"
18300|"13102"|"120845"|"231159"
18300|"13100"|"120845"|"231113"
4100|"13102"|"120846"|"231160"
4100|"13100"|"120846"|"231114"
4600|"13102"|"120847"|"231161"
4600|"13100"|"120847"|"231115"
8700|"13102"|"120848"|"231162"
8700|"13100"|"120848"|"231116"
7000|"13102"|"120849"|"231163"
7000|"13100"|"120849"|"231117"
1300|"13102"|"120850"|"231164"
1300|"13100"|"120850"|"231118"
2500|"13102"|"120851"|"231165"
2500|"13100"|"120851"|"231119"
13700|"13102"|"120852"|"231166"
13700|"13101"|"120852"|"231132"
36600|"13102"|"120853"|"231167"
36600|"13101"|"120853"|"231133"
1200|"13102"|"120854"|"231141"
1200|"13100"|"120854"|"231099"
13400|"13102"|"120855"|"231142"
13400|"13101"|"120855"|"231128"
340|"13102"|"120856"|"231168"
340|"13100"|"120856"|"231120"
190|"13102"|"120857"|"231169"
190|"13100"|"120857"|"231121"
830|"13102"|"120858"|"231170"
830|"13101"|"120858"|"231134"
670|"13102"|"120859"|"231171"
670|"13101"|"120859"|"231135"
5300|"13102"|"120860"|"231172"
5300|"13100"|"120860"|"231122"
6200|"13102"|"120861"|"231173"
6200|"13100"|"120861"|"231123"
3800|"13102"|"120862"|"231174"
3800|"13101"|"120862"|"231136"
1100|"13102"|"120863"|"231175"
1100|"13101"|"120863"|"231137"
9100|"13102"|"120864"|"231176"
9100|"13101"|"120864"|"231138"
