Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,
SCHOOL GRANTS,,,,,
Grants and Special Programs Revenue Summary,Grants and Special Programs Revenue Summary,Grants and Special Programs Revenue Summary,,,
,FY 2010,FY 2011,FY 2012,FY 2013,FY 2013
,Actual,Actual,Approved,Approved,Approved
Federal Grants,"34,072,248","27,165,327","41,074,767","29,529,014","29,529,014"
Commonwealth of Virginia Grants,"4,310,745","4,617,864","5,090,510","3,554,660","3,554,660"
Corporate and Foundation Awards,"130,853","127,269","180,355","215,424","215,424"
Other Grants,"671,779","260,472","339,000","349,000","349,000"
Total Grant Revenues,"39,185,625","32,170,932","46,684,632","33,648,098","33,648,098"
Grants and Special Programs Expenditure Summary,Grants and Special Programs Expenditure Summary,Grants and Special Programs Expenditure Summary,,,
FEDERAL GRANTS,,,,,
,FY 2010,FY 2011,FY 2012,FY 2013,FY 2013
,Actual,Actual,Approved,Approved,Approved
Compensatory Programs,"20,326,472","19,926,978","30,489,411","19,530,202","19,530,202"
Special Education,"9,455,631","3,214,203","7,685,759","7,494,134","7,494,134"
"Career, Technical and Adult",,,,,
,"1,238,367","1,224,727","1,326,044","1,163,771","1,163,771"
Education,,,,,
Other Projects,"3,051,778","2,799,419","1,573,553","1,340,907","1,340,907"
Total Federal Grants,"34,072,248","27,165,327","41,074,767","29,529,014","29,529,014"
COMMONWEALTH OF VIRGINIA GRANTS,,,,,
,FY 2010,FY 2011,FY 2012,FY 2013,FY 2013
,Actual,Actual,Approved,Approved,Approved
"Career, Technical and Adult",,,,,
,"97,648","93,957","115,889","117,548","117,548"
Education,,,,,
State Operated Facilities,"2,555,014","2,844,832","3,121,648","3,053,732","3,053,732"
Special Education,"189,164","187,672","204,862","197,946","197,946"
Virginia Technology Initiative 1,"1,372,722","1,378,418","1,454,000",,0
Other Grants1,"96,197","112,985","194,111","185,434","185,434"
Total Commonwealth of Virginia,"4,310,745","4,617,864","5,090,510","3,554,660","3,554,660"
,,,,School Grants,329
