Name: “Table 1 of 1 on page 162 of 212”,Name: “Table 1 of 1 on page 162 of 212”,Name: “Table 1 of 1 on page 162 of 212”,Name: “Table 1 of 1 on page 162 of 212”,Name: “Table 1 of 1 on page 162 of 212”,Name: “Table 1 of 1 on page 162 of 212”
Table: 162,Table: 162,Table: 162,Table: 162,Table: 162,Table: 162
,,,,,
Programs & Services,Programs & Services,,,,
,,FY 2010,FY 2011,FY 2012,
,,Actual,Approved,Approved,Positions
"Recreation, Parks And Open Space","Recreation, Parks And Open Space",,,,
Bureau Of Planning & Administration,Bureau Of Planning & Administration,"1,583,024","1,645,555","1,360,185",14
Provides in-house support for department's,Provides in-house support for department's,,,,
bureaus. Provides public relations for the,bureaus. Provides public relations for the,,,,
department. Plans and develops the City's,department. Plans and develops the City's,,,,
open space.,open space.,,,,
Bureau Of Recreation & Human Development,Bureau Of Recreation & Human Development,"7,204,017","6,575,758","7,200,510",94
Provides recreational programming at 28,Provides recreational programming at 28,,,,
recreation facilities that include recreation,recreation facilities that include recreation,,,,
"centers, 3 indoor pools and 3 outdoor pools.","centers, 3 indoor pools and 3 outdoor pools.",,,,
"Provides programs in dance, music, arts, special","Provides programs in dance, music, arts, special",,,,
"populations, athletics, seniors, NFWC, and","populations, athletics, seniors, NFWC, and",,,,
aquatics.,aquatics.,,,,
Bureau Of Parks & Urban Forestry,Bureau Of Parks & Urban Forestry,"7,092,512","6,986,687","7,103,712",103
Preserves and enhances the environmental,Preserves and enhances the environmental,,,,
"settings and assets of the City. Plants, maintains","settings and assets of the City. Plants, maintains",,,,
"and protects trees, shrubs, and flowers on","and protects trees, shrubs, and flowers on",,,,
"streets, public grounds, facilities, medians,","streets, public grounds, facilities, medians,",,,,
"parks, school grounds, and beaches.","parks, school grounds, and beaches.",,,,
Bureau Of Youth Services,Bureau Of Youth Services,0,0,"1,416,988",3
Provides oversight for youth programming.,Provides oversight for youth programming.,,,,
Total,Total,"15,879,553","15,208,000","16,990,700",214
226,"Recreation, Parks and Open Space",,,,
