Name: “Table 1 of 1 on page 188 of 212”,Name: “Table 1 of 1 on page 188 of 212”,Name: “Table 1 of 1 on page 188 of 212”,Name: “Table 1 of 1 on page 188 of 212”,Name: “Table 1 of 1 on page 188 of 212”,Name: “Table 1 of 1 on page 188 of 212”
Table: 188,Table: 188,Table: 188,Table: 188,Table: 188,Table: 188
,,,,,
Expenditure Summary,Expenditure Summary,,,,
,,FY 2009,FY 2010,FY 2011,FY 2012
,,Actual,Actual,Approved,Approved
Personnel Services,Personnel Services,"60,323,577","59,604,566","60,757,732","61,897,033"
"Materials, Supplies & Repairs","Materials, Supplies & Repairs","3,136,441","2,994,124","3,501,108","3,683,271"
Contractual Services,Contractual Services,"644,486","624,762","791,145","771,822"
Equipment,Equipment,"835,157","727,148","1,031,815","142,674"
All Purpose Appropriations,All Purpose Appropriations,0,0,0,0
Total,Total,"64,939,661","63,950,600","66,081,800","66,494,800"
Programs & Services,Programs & Services,,,,
,,FY 2010,FY 2011,FY 2012,
,,Actual,Approved,Approved,Positions
Police Administration,Police Administration,,,,
Leadership,Leadership,"1,641,687","1,993,184","1,951,337",9
Provide for the efficient and effective operation,Provide for the efficient and effective operation,,,,
of all aspects of the Norfolk Police Department,of all aspects of the Norfolk Police Department,,,,
through appropriate administration and,through appropriate administration and,,,,
management.,management.,,,,
Leadership Support,Leadership Support,"3,811,272","3,508,349","3,318,338",52
Collect intelligence information for planning,Collect intelligence information for planning,,,,
and prevention. Assure integrity and public,and prevention. Assure integrity and public,,,,
trust by investigating alleged acts of,trust by investigating alleged acts of,,,,
misconduct.,misconduct.,,,,
Field Operations,Field Operations,,,,
Uniformed Patrol Services,Uniformed Patrol Services,"32,478,966","34,389,437","32,882,555",409
Provide a safe and secure environment through,Provide a safe and secure environment through,,,,
the execution of basic and responsive police,the execution of basic and responsive police,,,,
"services including Patrol, Traffic, K9, and School","services including Patrol, Traffic, K9, and School",,,,
Crossing.,Crossing.,,,,
252,Police,,,,
