Name: “Table 1 of 1 on page 146 of 212”,Name: “Table 1 of 1 on page 146 of 212”,Name: “Table 1 of 1 on page 146 of 212”,Name: “Table 1 of 1 on page 146 of 212”,Name: “Table 1 of 1 on page 146 of 212”,Name: “Table 1 of 1 on page 146 of 212”
Table: 146,Table: 146,Table: 146,Table: 146,Table: 146,Table: 146
,,,,,
Expenditure Summary,Expenditure Summary,,,,
,,FY 2009,FY 2010,FY 2011,FY 2012
,,Actual,Actual,Approved,Approved
Personnel Services,Personnel Services,"3,738,940","3,601,625","3,638,516","3,802,120"
"Materials, Supplies & Repairs","Materials, Supplies & Repairs","1,935,888","1,492,722","1,539,680","1,576,796"
Contractual Services,Contractual Services,"1,018,841","882,408","826,849","820,429"
Equipment,Equipment,"12,675","2,077","18,955","18,955"
All Purpose Appropriations,All Purpose Appropriations,"5,287","3,238","5,000",0
Total,Total,"6,711,631","5,982,070","6,029,000","6,218,300"
Programs & Services,Programs & Services,,,,
,,FY 2010,FY 2011,FY 2012,
,,Actual,Approved,Approved,Positions
Cultural & Convention Center,Cultural & Convention Center,,,,
Harbor Park Operations & Engineering,Harbor Park Operations & Engineering,"365,997","379,163","394,608",0
Provide service to support operating systems.,Provide service to support operating systems.,,,,
"Ensure a well-maintained, safe and clean","Ensure a well-maintained, safe and clean",,,,
stadium facility.,stadium facility.,,,,
Event Coordination,Event Coordination,"366,047","369,880","386,818",7
Provide for event communication and,Provide for event communication and,,,,
production.,production.,,,,
Operations & Engineering,Operations & Engineering,"3,090,466","3,100,499","3,250,456",36
Provide service to support operating and,Provide service to support operating and,,,,
production equipment. Ensure well-,production equipment. Ensure well-,,,,
"maintained, safe and clean facilities.","maintained, safe and clean facilities.",,,,
Finance & Box Office,Finance & Box Office,"409,490","404,697","385,347",6
Provide financial support services to the,Provide financial support services to the,,,,
organization.,organization.,,,,
Marketing & Administration,Marketing & Administration,"426,227","473,233","516,916",5
Provide programming to achieve highest level,Provide programming to achieve highest level,,,,
of enjoyment experience for customers.,of enjoyment experience for customers.,,,,
Freemason Reception Center,Freemason Reception Center,"7,340","34,830",0,0
Provide operation support and information to,Provide operation support and information to,,,,
visitors as well as exhibit space for the Police &,visitors as well as exhibit space for the Police &,,,,
Fire Museums.,Fire Museums.,,,,
Cultural Facilities & Programs,Cultural Facilities & Programs,"414,733","422,744","432,188",2
"Provide management of Attucks Theatre,","Provide management of Attucks Theatre,",,,,
coordination and booking of events into the,coordination and booking of events into the,,,,
venue.,venue.,,,,
Macarthur Memorial,Macarthur Memorial,,,,
Museum Services,Museum Services,"418,470","411,173","433,888",7
210,"Cultural Facilities, Arts & Entertainment",,,,
