Name: “Table 1 of 1 on page 167 of 212”,Name: “Table 1 of 1 on page 167 of 212”,Name: “Table 1 of 1 on page 167 of 212”,Name: “Table 1 of 1 on page 167 of 212”,Name: “Table 1 of 1 on page 167 of 212”,Name: “Table 1 of 1 on page 167 of 212”
Table: 167,Table: 167,Table: 167,Table: 167,Table: 167,Table: 167
,,,,,
KEY GOALS AND O BJECTIVES,KEY GOALS AND O BJECTIVES,,,,
•,Developing solid partnerships with both home ported cruise lines to help brand their product sailing,Developing solid partnerships with both home ported cruise lines to help brand their product sailing,Developing solid partnerships with both home ported cruise lines to help brand their product sailing,Developing solid partnerships with both home ported cruise lines to help brand their product sailing,Developing solid partnerships with both home ported cruise lines to help brand their product sailing
,from Norfolk.,,,,
•,Improve capacity of the terminal for supporting the largest and newest cruise ships in the commercial,Improve capacity of the terminal for supporting the largest and newest cruise ships in the commercial,Improve capacity of the terminal for supporting the largest and newest cruise ships in the commercial,Improve capacity of the terminal for supporting the largest and newest cruise ships in the commercial,Improve capacity of the terminal for supporting the largest and newest cruise ships in the commercial
,"fleet, thus widening the target market for ship support operations.","fleet, thus widening the target market for ship support operations.","fleet, thus widening the target market for ship support operations.",,
•,Continue building awareness among the national travel agent community.,Continue building awareness among the national travel agent community.,Continue building awareness among the national travel agent community.,,
•,Continue to be a premiere special events venue in Downtown Norfolk.,Continue to be a premiere special events venue in Downtown Norfolk.,Continue to be a premiere special events venue in Downtown Norfolk.,,
•,"Work with the Nauticus Museum and other Downtown organizations, like FestEvents, to more fully","Work with the Nauticus Museum and other Downtown organizations, like FestEvents, to more fully","Work with the Nauticus Museum and other Downtown organizations, like FestEvents, to more fully","Work with the Nauticus Museum and other Downtown organizations, like FestEvents, to more fully","Work with the Nauticus Museum and other Downtown organizations, like FestEvents, to more fully"
,"realize ""Celebration"" and large format exhibition opportunities on the first floor.","realize ""Celebration"" and large format exhibition opportunities on the first floor.","realize ""Celebration"" and large format exhibition opportunities on the first floor.",,
Revenue Summary,Revenue Summary,,,,
,,FY 2009,FY 2010,FY 2011,FY 2012
,,Actual,Actual,Approved,Approved
Permits and Fees,Permits and Fees,"1,163,464","694,886","660,000","660,000"
Use of Money and Property,Use of Money and Property,"204,451","236,521","311,200","300,000"
Miscellaneous Revenue,Miscellaneous Revenue,0,0,0,0
Other Sources and Transfers In,Other Sources and Transfers In,"215,191","1,277,140","2,183,200","1,678,400"
Total,Total,"1,583,106","2,208,547","3,154,400","2,638,400"
Expenditure Summary,Expenditure Summary,,,,
,,FY 2009,FY 2010,FY 2011,FY 2012
,,Actual,Actual,Approved,Approved
Personnel Services,Personnel Services,"494,401","500,203","253,948","340,261"
"Materials, Supplies & Repairs","Materials, Supplies & Repairs","458,130","328,273","448,169","411,511"
Contractual Services,Contractual Services,"133,893","116,826","216,172","216,172"
Equipment,Equipment,"18,652","46,803","30,000","30,000"
Debt Service,Debt Service,"1,068,151","661,226","2,206,111","1,640,456"
Total,Total,"2,173,227","1,653,330","3,154,400","2,638,400"
,,,,Cruise Ship Terminal,231
