Name: “Table 1 of 1 on page 135 of 214”,Name: “Table 1 of 1 on page 135 of 214”,Name: “Table 1 of 1 on page 135 of 214”,Name: “Table 1 of 1 on page 135 of 214”,Name: “Table 1 of 1 on page 135 of 214”,Name: “Table 1 of 1 on page 135 of 214”
Table: 135,Table: 135,Table: 135,Table: 135,Table: 135,Table: 135
,,,,,
,FY 2010,FY 2011,FY 2012,FY 2013,
,,,,,Change
,Actual,Actual,Approved,Approved,
Public-Private Partnerships for Tourism and Special Event,Public-Private Partnerships for Tourism and Special Event,Public-Private Partnerships for Tourism and Special Event,,,
Organizations,,,,,
Norfolk Festevents,,,,,
,"1,577,765","1,498,877","1,423,934","1,542,934","119,000"
General operating support,,,,,
Norfolk Festevents - Jazz,,,,,
Festival,,,,,
,"75,000","71,250","67,688","71,188","3,500"
General operating support,,,,,
Norfolk Festevents -,,,,,
Waterside Programming,,,,,
,"375,000",0,0,0,0
General operating support,,,,,
Norfolk Festevents - OpSail,,,,,
2012,,,,,
,0,0,"100,000","100,000",0
General operating support,,,,,
Norfolk NATO Festival,,,,,
,"147,065","139,712","132,726","139,226","6,500"
General operating support,,,,,
Virginia Arts Festival,,,,,
,"648,900","641,455","585,632","639,132","53,500"
General operating support,,,,,
Virginia Arts Festival,,,,,
,"175,000","166,250","157,938","165,438","7,500"
Special funding for VA Tattoo,,,,,
and Dance Series,,,,,
SUBTOTAL,"7,582,854","6,561,061","7,869,343","8,322,343","453,000"
,,,,Outside Agencies,237
