Name: “Table 1 of 1 on page 140 of 214”,Name: “Table 1 of 1 on page 140 of 214”,Name: “Table 1 of 1 on page 140 of 214”,Name: “Table 1 of 1 on page 140 of 214”,Name: “Table 1 of 1 on page 140 of 214”,Name: “Table 1 of 1 on page 140 of 214”,Name: “Table 1 of 1 on page 140 of 214”
Table: 140,Table: 140,Table: 140,Table: 140,Table: 140,Table: 140,Table: 140
,,,,,,
,,FY 2010,FY 2011,FY 2012,FY 2013,
,,,,,,Change
,,Actual,Actual,Approved,Approved,
Memberships and Dues,Memberships and Dues,,,,,
Virginia Municipal League,Virginia Municipal League,,,,,
,,"51,519","51,979","51,217","54,643","3,426"
Membership dues,Membership dues,,,,,
SUBTOTAL,SUBTOTAL,"740,128","658,493","701,652","718,435","16,783"
Other Arrangements,Other Arrangements,,,,,
Downtown Improvement,Downtown Improvement,,,,,
District (DID) Pass Through,District (DID) Pass Through,,,,,
Revenue,Revenue,,,,,
Revenue from commercial,Revenue from commercial,"1,539,699","1,591,702","1,531,373","1,545,500","14,127"
real estate tax collections,real estate tax collections,,,,,
used for Downtown,used for Downtown,,,,,
Improvement District,Improvement District,,,,,
activities,activities,,,,,
Downtown Improvement,Downtown Improvement,,,,,
District (DID) Public &,District (DID) Public &,,,,,
Performing Arts Group,Performing Arts Group,,,,,
Revenue from commercial,Revenue from commercial,"102,647",0,"102,092","103,000",908
real estate tax collections,real estate tax collections,,,,,
used for Downtown,used for Downtown,,,,,
Improvement District,Improvement District,,,,,
activities,activities,,,,,
SUBTOTAL,SUBTOTAL,"1,642,346","1,591,702","1,633,465","1,648,500","15,035"
TOTAL,TOTAL,"33,958,110","34,117,271","38,423,300","38,964,756","541,456"
242,Outside Agencies,,,,,
